available_bike_stands,surface_pressure,temperature,apparent_temperature,relative_humidity,precipitation
9,976.2,21.1,17.4,39,0.0
9,975.8,20.7,18.0,42,0.0
9,975.9,20.5,17.3,43,0.2
9,975.6,18.5,16.4,58,0.0
11,974.9,18.9,15.5,53,0.0
10,975.7,18.4,16.2,58,0.0
11,975.6,17.2,14.4,61,0.0
11,975.8,16.4,13.1,65,0.0
14,976.3,15.8,14.0,68,0.0
15,976.8,15.5,14.2,67,0.0
15,976.0,15.0,12.9,72,0.0
15,976.6,13.8,12.7,80,0.0
15,976.0,13.4,12.3,81,0.0
15,974.9,14.1,12.9,78,0.0
15,974.4,14.4,11.3,74,0.0
15,973.3,13.9,12.7,78,0.0
15,972.7,15.6,12.0,69,0.0
15,973.7,17.5,15.3,57,0.0
15,973.5,20.2,18.3,49,0.0
15,972.3,22.2,19.4,41,0.0
17,972.5,22.5,20.6,43,0.0
19,972.0,23.8,21.7,39,0.0
19,971.2,24.6,21.5,33,0.0
19,970.8,24.1,20.6,31,0.0
19,969.4,24.0,19.9,33,0.0
19,968.1,22.1,17.2,40,0.0
19,968.8,20.0,17.4,49,0.0
18,970.1,18.8,17.8,52,0.0
18,972.0,13.4,9.6,63,0.2
18,972.0,12.4,10.0,65,0.1
18,972.1,12.1,9.6,65,0.1
18,972.8,11.3,8.7,73,0.1
18,974.3,10.4,8.6,78,0.0
18,975.9,10.1,9.0,79,0.0
18,976.7,9.6,8.4,93,0.0
18,976.9,9.5,8.3,92,0.0
18,977.4,9.0,7.6,91,0.0
18,978.0,8.6,7.4,92,0.0
17,978.0,8.9,7.9,88,0.0
18,979.1,9.9,8.6,80,0.0
18,979.6,12.0,10.4,71,0.0
15,980.8,14.5,11.4,52,0.0
14,981.3,15.4,11.6,41,0.0
10,981.6,16.8,13.8,34,0.0
8,981.0,17.1,13.8,34,0.0
1,981.1,15.9,12.4,56,0.0
5,980.9,16.2,11.9,43,0.0
8,981.6,13.9,9.7,54,0.0
4,981.8,12.1,9.2,62,0.0
0,981.9,13.6,11.5,56,0.0
0,982.5,12.5,10.0,60,0.0
2,982.9,10.6,9.3,85,0.0
12,983.4,9.8,8.8,88,0.0
13,983.7,8.8,7.3,83,0.0
13,984.1,7.6,6.1,89,0.0
13,984.4,7.2,5.6,86,0.0
13,984.4,6.3,4.9,89,0.0
13,984.1,5.7,4.3,90,0.0
13,984.0,5.0,3.3,92,0.0
13,983.9,4.9,3.3,92,0.0
13,984.1,4.0,2.1,95,0.0
13,984.2,3.8,2.0,95,0.0
12,983.8,3.5,1.6,97,0.0
10,983.8,5.1,3.4,89,0.0
10,983.8,7.1,5.5,83,0.0
11,983.7,10.4,9.2,74,0.0
13,983.8,12.6,11.4,72,0.0
13,983.0,14.9,13.7,68,0.0
6,982.0,16.5,14.3,56,0.0
3,982.0,16.5,13.6,48,0.0
11,981.9,16.2,13.0,42,0.0
11,981.4,15.4,12.3,49,0.0
5,981.2,14.6,11.8,50,0.0
6,981.0,13.8,11.3,57,0.0
11,981.6,12.7,10.3,58,0.0
6,982.0,10.6,8.5,66,0.0
18,982.3,9.7,7.8,70,0.0
21,982.0,9.7,7.9,66,0.0
21,982.8,11.0,9.1,56,0.0
21,983.5,11.8,9.1,51,0.0
21,983.8,12.9,9.1,48,0.0
21,984.1,12.2,9.1,53,0.0
21,984.7,12.5,9.1,53,0.0
21,984.9,12.2,9.2,55,0.0
21,985.0,10.9,9.1,64,0.0
21,985.3,8.0,6.2,81,0.0
20,985.3,7.9,6.4,82,0.0
20,986.0,8.9,7.5,81,0.0
21,986.4,10.8,9.1,73,0.0
20,986.6,13.9,12.3,65,0.0
18,986.3,15.7,14.1,57,0.0
14,986.6,17.9,16.4,48,0.0
6,986.4,19.0,17.5,44,0.0
0,985.7,20.0,17.5,41,0.0
1,985.2,20.2,17.4,40,0.0
5,984.7,20.5,17.4,41,0.0
7,984.2,20.0,16.9,45,0.0
3,983.9,18.5,16.1,46,0.0
0,984.0,17.7,15.2,45,0.0
1,984.3,15.1,13.5,56,0.0
10,986.2,12.7,11.4,66,0.0
10,986.6,11.6,10.1,68,0.0
10,987.0,11.1,9.8,74,0.0
10,987.8,10.4,9.4,75,0.0
10,988.5,9.1,7.8,82,0.0
10,988.7,8.8,7.5,85,0.0
10,989.0,9.4,8.3,81,0.0
8,989.4,9.1,7.8,81,0.0
7,989.6,7.6,6.4,90,0.0
7,990.0,9.6,8.4,79,0.0
7,990.3,11.5,10.2,72,0.0
14,990.7,16.2,14.6,60,0.0
12,990.8,18.7,15.8,50,0.0
12,990.4,19.6,16.5,42,0.0
6,989.8,21.0,18.4,38,0.0
5,989.0,21.9,19.0,39,0.0
0,988.4,22.5,19.3,39,0.0
2,988.0,22.2,18.8,42,0.0
1,987.4,22.0,18.9,44,0.0
0,987.5,20.5,18.6,50,0.0
2,987.0,18.5,16.7,55,0.0
1,987.3,16.1,15.3,64,0.0
4,987.9,15.0,14.3,68,0.0
3,988.3,14.4,13.5,67,0.0
1,988.5,13.5,12.7,71,0.0
1,988.4,12.8,11.7,73,0.0
1,988.0,12.9,12.0,73,0.0
1,988.7,11.6,10.9,81,0.0
1,989.4,11.2,10.4,82,0.0
1,989.3,11.0,10.3,83,0.0
1,989.3,10.6,9.7,86,0.0
1,988.9,10.0,9.3,89,0.0
1,989.7,11.4,10.8,85,0.0
0,990.0,13.4,12.7,78,0.0
1,990.2,17.2,16.3,64,0.0
0,990.2,19.4,19.0,59,0.0
1,989.9,21.7,21.7,52,0.0
1,989.7,23.6,23.8,47,0.0
4,988.8,25.2,24.6,39,0.0
2,988.6,25.8,24.3,36,0.0
2,987.8,26.0,23.7,34,0.0
6,987.4,26.2,24.7,36,0.0
1,987.3,24.5,24.2,44,0.0
2,987.1,22.5,22.3,53,0.0
2,987.8,19.2,19.3,63,0.0
7,988.3,17.9,18.2,69,0.0
6,988.6,16.5,16.6,73,0.0
6,989.0,15.1,15.1,76,0.0
