available_bike_stands,surface_pressure,temperature,apparent_temperature,relative_humidity,precipitation
16,973.8,14.1,12.8,77,0.0
15,973.3,14.1,13.2,77,0.0
15,972.6,14.2,11.4,76,0.0
14,972.2,13.9,11.2,76,0.0
14,970.7,13.4,11.0,80,0.0
14,970.3,15.2,12.5,69,0.0
18,971.1,17.0,14.7,59,0.0
18,970.9,21.6,19.4,35,0.0
13,969.7,22.6,19.7,37,0.0
14,969.8,22.6,20.7,42,0.0
15,969.3,23.6,21.4,39,0.0
10,968.7,24.8,22.0,33,0.0
6,968.1,24.0,20.2,31,0.0
6,966.7,23.8,19.2,35,0.0
5,965.6,21.8,16.3,41,0.0
7,966.2,19.9,17.2,50,0.0
6,967.3,18.2,16.7,52,0.0
9,969.3,13.4,9.8,63,0.3
9,969.3,12.6,10.9,64,0.1
9,969.4,12.1,9.9,66,0.1
9,970.2,11.5,9.1,74,0.0
9,971.7,10.5,9.0,79,0.0
9,973.4,10.2,9.2,82,0.0
9,974.1,9.5,8.4,92,0.0
9,974.3,9.4,8.1,90,0.0
9,974.8,8.8,7.5,87,0.0
9,975.4,8.4,7.2,87,0.0
10,975.4,9.7,7.4,65,0.0
13,976.6,10.9,9.2,70,0.0
12,977.0,12.2,10.4,66,0.0
12,978.2,14.6,11.8,52,0.0
9,978.7,15.6,12.1,40,0.0
7,979.1,16.9,13.9,34,0.0
8,978.5,17.2,13.7,29,0.0
6,978.7,15.3,12.6,64,0.0
4,978.5,15.7,12.0,45,0.0
9,978.7,15.1,11.9,43,0.0
6,979.2,12.2,9.5,60,0.0
0,979.4,13.4,11.0,58,0.0
6,979.8,12.2,9.7,59,0.0
5,980.3,10.2,9.3,86,0.0
6,980.7,9.9,8.4,73,0.0
6,981.0,8.4,6.7,77,0.0
6,981.4,7.0,5.4,89,0.0
6,981.6,7.0,5.4,86,0.0
6,981.7,5.9,4.5,89,0.0
6,981.5,6.4,4.4,73,0.0
6,981.3,5.2,3.4,81,0.0
6,981.2,5.2,3.3,80,0.0
6,981.4,4.8,2.6,78,0.0
6,981.4,4.4,2.5,82,0.0
7,981.1,4.1,1.6,84,0.0
9,981.1,5.0,3.2,88,0.0
9,981.1,6.7,5.1,83,0.0
7,981.0,10.4,9.1,73,0.0
5,981.2,12.4,11.3,74,0.0
5,980.4,14.8,14.6,73,0.0
6,979.4,16.5,14.5,56,0.0
7,979.5,15.6,13.3,54,0.0
2,979.4,15.4,13.0,48,0.0
4,978.8,14.8,12.3,54,0.0
11,978.6,14.1,11.7,56,0.0
9,978.4,13.1,11.1,63,0.0
12,978.8,12.0,9.5,60,0.0
10,979.3,9.4,7.6,73,0.0
7,979.6,8.1,6.6,82,0.0
7,979.3,12.3,9.1,46,0.0
6,980.2,12.7,9.3,46,0.0
6,980.8,13.1,9.2,45,0.0
6,981.0,13.6,8.7,45,0.0
6,981.4,12.9,9.1,50,0.0
6,982.0,13.1,9.0,50,0.0
6,982.2,12.9,9.4,52,0.0
6,982.5,11.4,9.6,61,0.0
6,982.6,7.6,6.0,84,0.0
7,982.6,8.0,6.5,79,0.0
9,983.3,8.4,7.0,83,0.0
11,983.6,10.3,8.6,73,0.0
12,984.0,13.6,12.1,64,0.0
7,983.7,15.8,14.4,56,0.0
8,984.0,17.7,16.5,49,0.0
10,983.8,18.8,18.1,48,0.0
13,983.2,19.8,17.6,44,0.0
8,982.7,19.9,17.4,43,0.0
6,982.1,20.3,17.7,44,0.0
5,981.8,19.7,16.9,46,0.0
17,981.4,18.2,15.4,46,0.0
14,981.4,17.5,14.2,44,0.0
17,981.7,15.1,13.7,56,0.0
18,983.5,11.6,10.7,75,0.0
18,983.9,11.4,10.2,73,0.0
18,984.3,10.8,9.3,75,0.0
18,985.2,10.3,9.4,78,0.0
18,985.8,9.0,7.8,81,0.0
18,986.0,9.1,7.7,79,0.0
18,986.3,10.7,8.9,67,0.0
18,986.7,9.4,7.8,74,0.0
18,986.9,9.2,7.7,74,0.0
12,987.4,9.3,7.8,78,0.0
10,987.6,10.6,9.2,76,0.0
11,988.0,16.1,14.8,66,0.0
14,988.2,18.8,16.1,51,0.0
10,987.8,19.8,16.7,41,0.0
13,987.2,21.1,18.5,37,0.0
12,986.5,22.0,19.3,38,0.0
5,985.9,22.5,19.9,41,0.0
6,985.5,22.2,19.2,43,0.0
11,985.0,21.8,18.9,45,0.0
12,985.0,20.5,18.6,49,0.0
11,984.4,18.7,16.8,50,0.0
14,984.8,16.1,15.0,55,0.0
18,985.4,15.3,13.9,51,0.0
20,985.7,12.8,12.3,79,0.0
20,985.8,12.6,12.0,76,0.0
20,985.8,11.7,10.6,81,0.0
20,985.2,11.6,10.6,81,0.0
20,986.0,10.3,9.4,90,0.0
20,986.5,9.4,8.6,94,0.0
19,986.5,9.6,8.7,91,0.0
19,986.5,9.5,8.4,90,0.0
19,986.3,9.3,8.3,88,0.0
20,986.9,10.7,9.8,86,0.0
16,987.3,12.7,11.9,79,0.0
16,987.6,17.1,16.4,64,0.0
15,987.7,19.4,19.0,59,0.0
17,987.4,21.8,21.8,51,0.0
19,987.2,23.7,23.8,45,0.0
19,986.4,25.5,24.7,38,0.0
19,986.1,26.0,24.5,35,0.0
20,985.2,26.5,25.0,36,0.0
20,985.0,26.3,25.6,36,0.0
14,984.9,24.6,25.3,50,0.0
16,984.7,23.0,23.5,55,0.0
16,985.3,19.4,18.5,51,0.0
14,985.8,18.5,17.7,50,0.0
13,986.2,17.3,16.7,58,0.0
17,986.5,16.2,15.9,66,0.0
18,986.3,15.3,15.1,71,0.0
18,986.3,14.5,14.3,76,0.0
18,986.5,14.4,13.7,68,0.0
18,986.2,12.6,12.2,80,0.0
