available_bike_stands,surface_pressure,temperature,apparent_temperature,relative_humidity,precipitation
9,981.5,6.1,4.8,92,0.0
7,981.4,6.0,4.1,81,0.0
7,981.3,6.2,4.3,77,0.0
7,981.5,5.3,3.4,84,0.0
6,981.5,4.7,2.7,84,0.0
5,981.0,4.5,2.7,87,0.0
7,981.2,5.2,3.3,87,0.0
10,981.1,6.9,5.0,77,0.0
11,981.1,10.5,8.7,63,0.0
13,981.2,12.4,10.6,61,0.0
13,980.4,14.7,13.1,57,0.0
15,979.5,16.4,14.9,50,0.0
16,979.5,16.8,13.4,42,0.0
11,979.4,16.0,12.4,42,0.0
12,978.9,15.4,12.1,47,0.0
10,978.6,14.9,11.9,44,0.0
11,978.4,14.4,12.1,49,0.0
13,978.9,13.8,12.0,51,0.0
15,979.4,10.9,9.2,67,0.0
15,979.7,10.1,8.6,70,0.0
12,979.4,11.7,8.6,50,0.0
12,980.2,11.9,8.5,50,0.0
12,980.9,12.2,8.5,49,0.0
13,981.2,12.9,9.1,48,0.0
13,981.5,12.1,9.0,53,0.0
13,982.1,12.2,8.9,54,0.0
13,982.3,12.0,8.9,56,0.0
13,982.5,11.2,8.7,60,0.0
12,982.6,10.6,8.8,62,0.0
13,982.6,10.9,8.7,63,0.0
14,983.3,11.7,9.8,62,0.0
13,983.6,11.9,10.1,66,0.0
4,983.9,14.6,12.8,56,0.0
7,983.7,16.5,14.6,48,0.0
7,983.9,18.5,17.0,41,0.0
10,983.8,19.1,18.0,42,0.0
15,983.1,20.6,18.6,34,0.0
11,982.6,20.8,18.5,35,0.0
14,982.0,20.8,18.3,40,0.0
14,981.6,20.7,17.9,39,0.0
16,981.5,19.3,17.1,42,0.0
5,981.5,18.5,16.1,40,0.0
2,981.7,16.5,15.3,50,0.0
2,983.6,12.9,12.2,71,0.0
6,984.0,13.8,12.1,56,0.0
7,984.4,11.6,9.7,66,0.0
7,985.2,11.3,9.8,69,0.0
6,985.9,10.2,9.1,74,0.0
6,986.0,10.1,8.9,75,0.0
6,986.3,10.4,8.7,72,0.0
6,986.7,9.9,8.6,75,0.0
8,987.0,8.9,7.4,78,0.0
11,987.5,9.8,8.3,76,0.0
16,987.7,11.4,9.7,66,0.0
16,988.1,15.4,14.3,62,0.0
16,988.1,19.2,17.0,47,0.0
16,987.7,20.3,17.6,39,0.0
16,987.1,21.6,19.3,34,0.0
15,986.4,22.5,20.1,36,0.0
8,985.8,23.4,21.1,36,0.0
13,985.3,23.2,20.5,38,0.0
13,984.8,22.8,20.1,39,0.0
11,984.9,21.6,20.2,43,0.0
10,984.5,20.0,19.1,47,0.0
10,984.9,17.6,17.3,57,0.0
12,985.4,15.4,14.9,65,0.0
11,985.7,14.2,13.5,72,0.0
11,985.9,13.3,12.7,78,0.0
11,985.8,13.3,12.2,74,0.0
10,985.1,13.2,12.4,74,0.0
9,986.0,11.4,10.5,84,0.0
9,986.6,10.5,9.7,86,0.0
9,986.5,10.4,9.7,86,0.0
9,986.5,9.2,8.1,95,0.0
9,986.4,9.6,8.5,88,0.0
11,987.0,11.4,10.2,80,0.0
11,987.4,13.2,12.1,72,0.0
13,987.6,16.8,15.6,60,0.0
13,987.7,19.2,19.0,59,0.0
15,987.4,21.8,21.7,49,0.0
15,987.2,23.7,24.1,46,0.0
14,986.4,25.4,24.6,37,0.0
12,986.1,26.0,24.4,34,0.0
12,985.2,26.7,25.6,34,0.0
15,984.9,27.1,24.7,23,0.0
16,985.0,25.6,24.9,37,0.0
16,984.7,23.6,24.0,52,0.0
16,985.3,20.2,21.3,65,0.0
15,985.8,18.4,18.6,63,0.0
15,986.3,17.9,17.7,59,0.0
13,986.5,16.2,15.9,67,0.0
14,986.3,14.8,14.7,78,0.0
14,986.3,14.9,14.3,66,0.0
12,986.5,13.8,13.2,71,0.0
11,986.3,12.2,12.0,83,0.0
11,986.2,11.9,11.7,84,0.0
11,986.3,12.4,11.9,80,0.0
9,986.3,11.9,11.4,84,0.0
