available_bike_stands,surface_pressure,temperature,apparent_temperature,relative_humidity,precipitation
9,981.6,5.2,3.3,80,0.0
8,981.7,4.8,2.6,78,0.0
8,981.8,4.4,2.5,82,0.0
11,981.4,4.1,1.6,84,0.0
12,981.4,5.0,3.2,88,0.0
11,981.5,6.7,5.1,83,0.0
12,981.4,10.4,9.1,73,0.0
13,981.5,12.4,11.3,74,0.0
16,980.7,14.8,14.6,73,0.0
20,979.8,16.5,14.5,56,0.0
17,979.9,15.6,13.3,54,0.0
17,979.7,15.4,13.0,48,0.0
13,979.2,14.8,12.3,54,0.0
12,978.9,14.1,11.7,56,0.0
12,978.7,13.1,11.1,63,0.0
13,979.2,12.0,9.5,60,0.0
11,979.6,9.4,7.7,73,0.0
12,980.0,8.1,6.6,82,0.0
14,979.9,12.6,9.2,45,0.0
15,980.5,12.7,9.3,46,0.0
15,981.1,13.1,9.2,45,0.0
15,981.4,13.6,8.7,45,0.0
15,981.8,12.9,9.1,50,0.0
15,982.4,13.1,9.0,50,0.0
15,982.6,12.9,9.4,52,0.0
14,982.9,11.4,9.6,61,0.0
14,982.9,7.6,6.1,84,0.0
16,983.0,8.1,6.5,79,0.0
19,983.7,8.5,7.1,83,0.0
13,984.0,10.3,8.6,73,0.0
13,984.4,13.7,12.2,64,0.0
12,984.0,15.8,14.4,56,0.0
15,984.3,17.7,16.5,49,0.0
18,984.2,18.8,18.1,48,0.0
20,983.5,19.8,17.6,44,0.0
14,983.0,19.9,17.4,43,0.0
14,982.4,20.3,17.7,44,0.0
19,982.1,19.7,16.9,46,0.0
9,981.7,18.3,15.5,46,0.0
7,981.7,17.5,14.2,44,0.0
10,982.0,15.1,13.7,56,0.0
7,983.9,11.6,10.7,75,0.0
7,984.2,11.4,10.2,73,0.0
6,984.6,10.8,9.3,75,0.0
6,985.5,10.3,9.4,78,0.0
7,986.2,9.0,7.8,81,0.0
7,986.4,9.2,7.8,79,0.0
6,986.7,10.7,8.9,67,0.0
7,987.1,9.4,7.8,74,0.0
10,987.3,9.2,7.7,74,0.0
