available_bike_stands,surface_pressure,temperature,apparent_temperature,relative_humidity,precipitation
8,981.9,13.9,11.4,57,0.0
12,982.5,12.8,10.3,58,0.0
8,983.0,10.6,8.6,66,0.0
7,983.3,9.8,7.8,70,0.0
6,983.2,9.9,8.2,64,0.0
7,983.8,11.1,9.1,56,0.0
5,984.4,11.9,9.2,51,0.0
5,984.8,13.0,9.2,48,0.0
5,985.1,12.2,9.1,53,0.0
4,985.7,12.6,9.2,53,0.0
4,985.8,12.3,9.3,55,0.0
4,986.0,10.9,9.1,64,0.0
3,986.3,8.1,6.3,81,0.0
5,986.3,8.0,6.5,82,0.0
1,987.0,8.9,7.5,81,0.0
11,987.3,10.8,9.2,73,0.0
11,987.6,13.9,12.4,65,0.0
11,987.3,15.8,14.2,57,0.0
9,987.5,18.0,16.4,48,0.0
9,987.3,19.0,17.6,44,0.0
7,986.6,20.0,17.6,41,0.0
4,986.2,20.3,17.5,40,0.0
11,985.6,20.5,17.4,41,0.0
9,985.2,20.0,16.9,45,0.0
10,984.8,18.5,16.1,46,0.0
13,984.9,17.8,15.2,45,0.0
11,985.3,15.1,13.5,56,0.0
12,987.2,12.8,11.5,66,0.0
9,987.5,11.7,10.2,68,0.0
9,988.0,11.2,9.9,74,0.0
8,988.8,10.5,9.4,75,0.0
7,989.5,9.1,7.8,82,0.0
7,989.7,8.8,7.5,85,0.0
7,989.9,9.4,8.4,81,0.0
6,990.4,9.1,7.9,81,0.0
5,990.6,7.7,6.4,90,0.0
6,991.0,9.6,8.4,79,0.0
6,991.3,11.6,10.3,72,0.0
7,991.6,16.3,14.6,60,0.0
7,991.7,18.8,15.9,50,0.0
7,991.3,19.6,16.5,42,0.0
4,990.7,21.1,18.5,38,0.0
3,989.9,21.9,19.1,39,0.0
3,989.3,22.5,19.3,39,0.0
0,988.9,22.2,18.9,42,0.0
12,988.4,22.0,18.9,44,0.0
11,988.4,20.5,18.6,50,0.0
7,987.9,18.5,16.8,55,0.0
8,988.3,16.2,15.4,64,0.0
8,988.8,15.1,14.3,68,0.0
11,989.3,14.5,13.6,67,0.0
11,989.5,13.6,12.8,71,0.0
10,989.4,12.9,11.8,73,0.0
8,988.9,13.0,12.0,73,0.0
7,989.7,11.7,10.9,81,0.0
7,990.3,11.3,10.5,82,0.0
7,990.3,11.1,10.3,83,0.0
7,990.2,10.6,9.8,86,0.0
5,989.9,10.1,9.4,89,0.0
5,990.6,11.4,10.8,85,0.0
7,990.9,13.4,12.8,78,0.0
7,991.1,17.2,16.4,64,0.0
8,991.1,19.5,19.1,59,0.0
6,990.9,21.8,21.8,52,0.0
5,990.6,23.6,23.9,47,0.0
3,989.7,25.3,24.6,39,0.0
3,989.5,25.8,24.3,36,0.0
2,988.7,26.1,23.8,34,0.0
1,988.3,26.2,24.7,36,0.0
2,988.2,24.5,24.2,44,0.0
3,988.0,22.5,22.4,53,0.0
3,988.7,19.3,19.4,63,0.0
1,989.2,17.9,18.3,69,0.0
1,989.6,16.5,16.7,73,0.0
0,989.9,15.2,15.2,76,0.0
1,989.8,14.6,14.5,76,0.0
0,989.7,13.1,13.4,89,0.0
0,990.0,12.3,12.2,89,0.0
0,989.8,11.9,11.9,88,0.0
0,989.7,11.8,11.7,90,0.0
0,989.8,11.6,11.6,91,0.0
0,989.9,10.7,10.6,95,0.0
0,990.4,7.8,7.0,100,0.0
0,990.4,11.4,11.1,88,0.0
0,990.2,13.6,13.3,77,0.0
