available_bike_stands,surface_pressure,temperature,apparent_temperature,relative_humidity,precipitation
6,979.6,12.6,10.1,58,0.0
9,980.0,10.5,8.4,66,0.0
11,980.3,9.6,7.6,70,0.0
14,980.0,9.6,7.7,66,0.0
14,980.8,10.9,8.9,56,0.0
15,981.5,11.6,9.0,51,0.0
15,981.8,12.9,9.0,48,0.0
15,982.1,12.1,8.9,53,0.0
15,982.7,12.4,9.0,53,0.0
14,982.9,12.1,9.0,55,0.0
14,983.0,10.8,8.9,64,0.0
11,983.3,7.9,6.1,81,0.0
6,983.3,7.8,6.2,82,0.0
0,984.0,8.8,7.4,81,0.0
4,984.4,10.6,8.9,73,0.0
0,984.6,13.8,12.1,65,0.0
10,984.3,15.6,13.9,57,0.0
10,984.6,17.8,16.2,48,0.0
7,984.4,18.8,17.4,44,0.0
0,983.7,19.9,17.4,41,0.0
1,983.3,20.1,17.2,40,0.0
3,982.7,20.3,17.2,41,0.0
15,982.3,19.8,16.7,45,0.0
19,981.9,18.4,16.0,46,0.0
20,982.0,17.5,15.0,45,0.0
20,982.3,15.0,13.4,56,0.0
18,984.2,12.6,11.2,66,0.0
19,984.6,11.5,10.0,68,0.0
19,985.0,11.0,9.6,74,0.0
19,985.8,10.4,9.3,75,0.0
19,986.5,8.9,7.6,82,0.0
19,986.7,8.6,7.4,85,0.0
19,986.9,9.3,8.2,81,0.0
17,987.4,9.0,7.7,81,0.0
14,987.6,7.4,6.2,90,0.0
8,988.0,9.4,8.3,79,0.0
11,988.3,11.4,10.1,72,0.0
7,988.7,16.1,14.4,60,0.0
3,988.8,18.5,15.6,50,0.0
5,988.4,19.5,16.3,42,0.0
2,987.8,20.9,18.2,38,0.0
0,987.0,21.8,18.9,39,0.0
4,986.4,22.4,19.2,39,0.0
9,986.0,22.0,18.6,42,0.0
