available_bike_stands,surface_pressure,temperature,apparent_temperature,relative_humidity,precipitation
13,973.5,10.8,9.1,76,0.0
11,973.6,10.8,9.0,74,0.0
11,973.6,11.3,9.0,69,0.0
11,973.3,10.9,9.1,72,0.0
12,972.6,10.4,7.8,70,0.0
12,973.3,12.4,9.9,64,0.0
12,973.6,13.2,11.2,64,0.0
17,973.4,18.5,16.0,48,0.0
18,973.6,19.9,18.5,45,0.0
18,973.5,21.3,20.1,41,0.0
20,973.7,21.7,18.9,38,0.0
20,973.2,21.0,19.2,43,0.0
20,973.5,20.6,17.7,43,0.1
17,973.1,19.5,17.7,53,0.0
22,972.4,19.2,16.4,52,0.0
20,973.2,18.6,17.2,54,0.0
21,973.0,17.1,15.3,60,0.0
20,973.4,15.9,14.0,65,0.0
21,973.9,15.4,13.8,62,0.0
14,974.3,14.8,14.5,68,0.0
10,973.4,14.9,13.6,69,0.0
13,973.9,14.2,13.7,75,0.0
12,973.3,13.1,12.3,81,0.0
14,972.6,15.1,14.0,67,0.0
9,971.9,14.7,12.5,71,0.0
9,970.6,14.0,12.6,75,0.0
9,970.0,15.4,13.2,66,0.0
12,971.1,17.0,14.4,57,0.0
14,970.7,20.2,18.5,46,0.0
14,969.6,24.0,22.3,31,0.0
13,969.8,23.5,22.4,39,0.0
14,969.4,24.4,22.4,35,0.0
17,968.8,25.0,22.9,32,0.0
20,968.3,24.5,21.2,30,0.0
22,966.9,24.0,19.8,34,0.0
20,965.8,22.0,16.6,40,0.0
21,966.3,19.5,16.8,50,0.0
20,967.5,18.0,15.6,53,0.0
14,969.6,13.0,9.3,66,0.4
13,969.5,12.1,9.3,66,0.1
10,969.6,11.9,9.4,66,0.0
10,970.3,11.4,9.2,73,0.1
9,971.8,10.9,9.4,76,0.0
10,973.5,10.6,9.3,73,0.0
10,974.1,9.7,8.1,72,0.0
10,974.3,9.5,7.9,73,0.0
10,974.8,9.5,7.6,68,0.0
12,975.4,9.3,7.3,68,0.0
16,975.5,9.8,6.9,69,0.0
17,976.6,11.2,8.4,68,0.0
22,977.0,12.4,9.4,64,0.0
12,978.4,14.7,11.2,49,0.0
16,978.9,15.8,12.3,39,0.0
22,979.1,17.2,14.2,32,0.0
22,978.6,17.7,13.9,29,0.0
19,978.4,18.0,14.3,28,0.0
18,978.4,16.9,12.8,35,0.0
0,979.3,13.9,9.5,54,0.0
2,979.4,12.4,10.5,61,0.0
2,979.6,14.1,11.4,50,0.0
6,980.0,12.5,9.5,56,0.0
3,980.4,11.8,9.8,59,0.0
4,980.8,11.1,8.7,60,0.0
13,981.1,10.3,7.6,57,0.0
4,981.5,9.4,7.2,60,0.0
4,981.7,8.3,6.6,72,0.0
3,981.8,6.6,5.2,90,0.0
9,981.6,6.7,4.7,74,0.0
13,981.3,5.2,3.0,81,0.0
20,981.2,5.1,2.9,81,0.0
22,981.5,5.2,3.2,80,0.0
22,981.5,4.6,2.7,82,0.0
22,981.1,4.8,2.5,81,0.0
16,981.1,5.1,3.2,88,0.0
20,981.2,7.1,5.2,79,0.0
21,981.2,10.9,9.2,65,0.0
16,981.3,12.9,11.2,60,0.0
16,980.5,14.8,13.2,57,0.0
18,979.6,16.3,15.2,52,0.0
13,979.5,16.5,13.1,46,0.0
5,979.5,15.8,12.4,46,0.0
12,978.9,15.2,11.8,49,0.0
20,978.6,14.6,11.6,47,0.0
20,978.5,14.2,11.8,51,0.0
22,978.9,13.5,11.5,50,0.0
16,979.3,11.4,9.9,62,0.0
6,979.6,10.9,8.4,56,0.0
0,979.4,12.0,8.0,49,0.0
1,980.3,12.3,8.2,49,0.0
2,980.9,12.4,8.1,48,0.0
4,981.4,12.9,8.7,48,0.0
3,981.7,12.1,8.8,53,0.0
3,982.2,12.2,8.7,54,0.0
3,982.4,11.9,8.7,56,0.0
4,982.5,11.1,8.2,60,0.0
6,982.6,10.6,8.0,62,0.0
8,982.7,11.3,8.4,60,0.0
20,983.4,12.7,10.0,58,0.0
22,983.7,14.4,12.5,53,0.0
14,983.9,16.6,14.9,49,0.0
20,983.8,17.5,15.7,45,0.0
22,984.0,19.2,18.6,40,0.0
22,983.8,19.5,19.4,44,0.0
21,983.2,21.0,19.5,30,0.0
22,982.7,21.2,19.8,33,0.0
1,982.1,20.9,19.2,42,0.0
8,981.7,20.6,18.3,41,0.0
4,981.5,18.9,16.6,45,0.0
8,981.5,18.0,15.5,42,0.0
12,981.8,15.8,14.4,52,0.0
13,983.6,14.1,12.2,53,0.0
8,984.0,13.6,11.4,55,0.0
6,984.5,12.4,10.3,63,0.0
7,985.2,11.5,10.0,69,0.0
6,985.9,10.1,8.8,75,0.0
6,986.1,10.1,8.8,74,0.0
6,986.4,10.4,8.4,71,0.0
7,986.7,9.9,8.3,74,0.0
13,987.0,10.2,8.9,71,0.0
22,987.5,10.1,8.7,78,0.0
22,987.8,11.8,10.1,69,0.0
11,988.2,14.9,13.8,64,0.0
16,988.2,18.9,18.4,55,0.0
22,987.7,21.0,19.6,43,0.0
20,987.2,22.2,20.8,36,0.0
10,986.3,22.9,21.6,37,0.0
22,985.8,23.6,22.5,36,0.0
21,985.3,23.6,21.5,37,0.0
11,985.0,22.8,20.4,39,0.0
15,985.0,21.6,20.3,44,0.0
17,984.5,19.6,18.8,49,0.0
20,984.9,16.4,15.4,57,0.0
13,985.4,15.4,14.1,55,0.0
17,985.8,15.2,14.3,59,0.0
11,985.8,14.0,13.3,69,0.0
13,985.7,13.9,13.1,69,0.0
10,985.3,15.7,14.1,53,0.0
7,986.0,12.5,11.7,75,0.0
4,986.5,12.3,11.1,72,0.0
5,986.4,12.3,11.0,72,0.0
6,986.4,10.7,9.7,84,0.0
7,986.2,9.7,8.8,89,0.0
7,986.9,11.9,11.3,82,0.0
7,987.3,13.0,12.4,78,0.0
16,987.6,17.7,16.9,61,0.0
18,987.8,20.1,20.2,59,0.0
19,987.5,22.2,22.5,51,0.0
18,987.2,24.0,25.2,49,0.0
18,986.4,25.6,25.3,39,0.0
18,986.1,26.2,25.2,36,0.0
17,985.3,26.8,26.4,35,0.0
18,985.1,26.8,24.5,27,0.0
15,985.1,25.0,24.5,42,0.0
20,984.8,24.2,25.0,51,0.0
19,985.4,19.5,19.2,56,0.0
18,985.9,17.8,17.0,56,0.0
11,986.2,17.5,16.6,57,0.0
11,986.5,16.5,16.0,62,0.0
