available_bike_stands,surface_pressure,temperature,apparent_temperature,relative_humidity,precipitation
11,981.2,5.0,3.2,88,0.0
20,981.2,6.7,5.1,83,0.0
19,981.2,10.4,9.1,73,0.0
10,981.3,12.4,11.3,74,0.0
12,980.5,14.8,14.6,73,0.0
18,979.5,16.5,14.5,56,0.0
20,979.6,15.6,13.3,54,0.0
14,979.5,15.4,13.0,48,0.0
19,979.0,14.8,12.3,54,0.0
15,978.7,14.1,11.7,56,0.0
18,978.5,13.1,11.1,63,0.0
19,978.9,12.0,9.5,60,0.0
15,979.4,9.4,7.7,73,0.0
19,979.7,8.1,6.6,82,0.0
16,979.7,12.6,9.2,45,0.0
17,980.3,12.7,9.3,46,0.0
16,980.9,13.1,9.2,45,0.0
16,981.1,13.6,8.7,45,0.0
16,981.5,12.9,9.1,50,0.0
16,982.1,13.1,9.0,50,0.0
16,982.3,12.9,9.4,52,0.0
15,982.6,11.4,9.6,61,0.0
15,982.7,7.6,6.1,84,0.0
16,982.7,8.0,6.5,79,0.0
18,983.5,8.5,7.1,83,0.0
14,983.8,10.3,8.6,73,0.0
14,984.2,13.7,12.2,64,0.0
13,983.8,15.8,14.4,56,0.0
14,984.1,17.7,16.5,49,0.0
18,983.9,18.8,18.1,48,0.0
20,983.3,19.8,17.6,44,0.0
17,982.8,19.9,17.4,43,0.0
20,982.2,20.3,17.7,44,0.0
10,981.9,19.7,16.9,46,0.0
16,981.5,18.2,15.4,46,0.0
14,981.5,17.5,14.2,44,0.0
11,981.8,15.1,13.7,56,0.0
9,983.6,11.6,10.7,75,0.0
11,984.0,11.4,10.2,73,0.0
11,984.4,10.8,9.3,75,0.0
11,985.3,10.3,9.4,78,0.0
