available_bike_stands,surface_pressure,temperature,apparent_temperature,relative_humidity,precipitation
3,983.7,6.2,4.9,92,0.0
3,983.6,6.1,4.2,81,0.0
3,983.5,6.3,4.4,77,0.0
3,983.7,5.4,3.5,84,0.0
3,983.7,4.8,2.8,84,0.0
4,983.2,4.6,2.8,87,0.0
2,983.4,5.3,3.4,87,0.0
9,983.3,7.0,5.1,77,0.0
16,983.2,10.6,8.9,63,0.0
16,983.3,12.6,10.7,61,0.0
14,982.5,14.8,13.2,57,0.0
15,981.6,16.5,15.0,50,0.0
8,981.6,16.9,13.5,42,0.0
7,981.5,16.2,12.6,42,0.0
11,981.0,15.6,12.2,47,0.0
10,980.7,15.0,12.0,44,0.0
7,980.5,14.6,12.3,49,0.0
3,981.0,13.9,12.1,51,0.0
4,981.5,11.1,9.3,67,0.0
6,981.8,10.2,8.7,70,0.0
8,981.5,11.8,8.7,50,0.0
9,982.3,12.0,8.7,50,0.0
10,983.0,12.3,8.6,49,0.0
9,983.3,13.0,9.2,48,0.0
9,983.7,12.2,9.1,53,0.0
9,984.2,12.4,9.1,54,0.0
9,984.4,12.1,9.1,56,0.0
9,984.6,11.4,8.8,60,0.0
9,984.8,10.8,9.0,62,0.0
10,984.8,10.9,8.9,63,0.0
10,985.5,11.9,10.0,62,0.0
10,985.8,11.9,10.3,66,0.0
11,986.0,14.6,12.9,56,0.0
11,985.8,16.5,14.7,48,0.0
14,986.0,18.5,17.1,41,0.0
14,985.8,19.2,18.1,42,0.0
12,985.1,20.8,18.7,34,0.0
14,984.7,20.9,18.6,35,0.0
11,984.1,20.9,18.4,40,0.0
13,983.7,20.8,18.0,39,0.0
19,983.5,19.4,17.2,42,0.0
18,983.5,18.5,16.2,40,0.0
13,983.8,16.6,15.5,50,0.0
15,985.7,13.1,12.3,71,0.0
15,986.1,13.9,12.2,56,0.0
13,986.5,11.7,9.9,66,0.0
13,987.3,11.4,10.0,69,0.0
13,988.0,10.4,9.2,74,0.0
