date,number,name,address,bike_stands,available_bike_stands,available_bikes,lat,lon
2024-03-28 00:55:12,6,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,20,12,8,46.558924,15.644443
2024-03-28 00:55:12,22,DVORANA TABOR,Gorkega ulica 48,20,9,11,46.549005,15.635014
2024-03-28 00:55:12,14,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,20,14,6,46.552652,15.646023
2024-03-28 00:55:12,19,LIDL - TITOVA C.,Titova cesta 15,20,8,12,46.551963,15.651564
2024-03-28 00:55:12,25,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,20,10,10,46.542655,15.634329
2024-03-28 00:55:12,17,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,20,5,15,46.553109,15.624098
2024-03-28 00:55:12,28,UM FGPA - LENT - SODNI STOLP,Pristan 6,20,4,16,46.556731,15.64212
2024-03-28 00:55:12,8,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,20,16,4,46.56196,15.650235
2024-03-28 00:55:12,7,PARTIZANSKA C. - TIC,Partizanska cesta 6a,20,9,11,46.560227,15.650781
2024-03-28 00:55:12,2,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,22,8,14,46.561422,15.637118
2024-03-28 00:55:12,5,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,16,6,10,46.56294,15.644185
2024-03-28 00:55:12,12,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,20,10,10,46.558534,15.654739
2024-03-28 00:55:12,29,PETROL – LENT – VODNI STOLP,Usnjarska ulica 5,20,18,2,46.556534,15.647629
2024-03-28 00:55:12,15,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,20,15,5,46.548853,15.645591
2024-03-28 00:55:12,26,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,20,7,13,46.543986,15.629317
2024-03-28 00:55:12,23,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,20,9,11,46.545947,15.644015
2024-03-28 00:55:12,27,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,20,15,5,46.554741,15.659814
2024-03-28 00:55:12,18,LIDL - KOROŠKA C.,Koroška cesta 173,20,4,16,46.565603,15.623133
2024-03-28 00:55:12,11,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,20,12,8,46.56056,15.652935
2024-03-28 01:47:27,24,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,20,13,7,46.54199,15.63831
2024-03-28 01:47:27,10,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,20,10,10,46.557328,15.646833
2024-03-28 01:47:27,9,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,20,15,5,46.558519,15.649072
2024-03-28 01:47:27,13,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,20,20,0,46.561555,15.65692
2024-03-28 01:47:27,20,EUROPARK - POBREŠKA C.,Pobreška cesta 18,21,18,3,46.554703,15.652826
2024-03-28 01:47:27,4,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,20,8,12,46.558498,15.64146
2024-03-28 01:47:27,1,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,22,5,17,46.562695,15.62935
2024-03-28 01:47:27,16,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,20,0,20,46.559319,15.63498
2024-03-28 01:47:27,3,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,20,18,2,46.560761,15.64053
2024-03-28 01:47:27,21,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,20,7,13,46.550683,15.639333
2024-03-28 01:47:27,6,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,20,12,8,46.558924,15.644443
2024-03-28 01:47:27,22,DVORANA TABOR,Gorkega ulica 48,20,9,11,46.549005,15.635014
2024-03-28 01:47:27,14,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,20,15,5,46.552652,15.646023
2024-03-28 01:47:27,19,LIDL - TITOVA C.,Titova cesta 15,20,8,12,46.551963,15.651564
2024-03-28 01:47:27,25,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,20,10,10,46.542655,15.634329
2024-03-28 01:47:27,17,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,20,5,15,46.553109,15.624098
2024-03-28 01:47:27,28,UM FGPA - LENT - SODNI STOLP,Pristan 6,20,4,16,46.556731,15.64212
2024-03-28 01:47:27,8,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,20,16,4,46.56196,15.650235
2024-03-28 01:47:27,7,PARTIZANSKA C. - TIC,Partizanska cesta 6a,20,9,11,46.560227,15.650781
2024-03-28 01:47:27,2,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,22,8,14,46.561422,15.637118
2024-03-28 01:47:27,5,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,16,6,10,46.56294,15.644185
2024-03-28 01:47:27,12,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,20,10,10,46.558534,15.654739
2024-03-28 01:47:27,29,PETROL – LENT – VODNI STOLP,Usnjarska ulica 5,20,18,2,46.556534,15.647629
2024-03-28 01:47:27,15,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,20,15,5,46.548853,15.645591
2024-03-28 01:47:27,26,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,20,7,13,46.543986,15.629317
2024-03-28 01:47:27,23,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,20,8,11,46.545947,15.644015
2024-03-28 01:47:27,27,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,20,15,5,46.554741,15.659814
2024-03-28 01:47:27,18,LIDL - KOROŠKA C.,Koroška cesta 173,20,4,16,46.565603,15.623133
2024-03-28 01:47:27,11,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,20,12,8,46.56056,15.652935
2024-03-28 02:22:35,24,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,20,13,7,46.54199,15.63831
2024-03-28 02:22:35,10,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,20,10,10,46.557328,15.646833
2024-03-28 02:22:35,9,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,20,15,5,46.558519,15.649072
2024-03-28 02:22:35,13,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,20,20,0,46.561555,15.65692
2024-03-28 02:22:35,20,EUROPARK - POBREŠKA C.,Pobreška cesta 18,21,18,3,46.554703,15.652826
2024-03-28 02:22:35,4,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,20,8,12,46.558498,15.64146
2024-03-28 02:22:35,1,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,22,5,17,46.562695,15.62935
2024-03-28 02:22:35,16,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,20,0,20,46.559319,15.63498
2024-03-28 02:22:35,3,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,20,18,2,46.560761,15.64053
2024-03-28 02:22:35,21,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,20,7,13,46.550683,15.639333
2024-03-28 02:22:35,6,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,20,12,8,46.558924,15.644443
2024-03-28 02:22:35,22,DVORANA TABOR,Gorkega ulica 48,20,9,11,46.549005,15.635014
2024-03-28 02:22:35,14,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,20,15,5,46.552652,15.646023
2024-03-28 02:22:35,19,LIDL - TITOVA C.,Titova cesta 15,20,8,12,46.551963,15.651564
2024-03-28 02:22:35,25,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,20,10,10,46.542655,15.634329
2024-03-28 02:22:35,17,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,20,5,15,46.553109,15.624098
2024-03-28 02:22:35,28,UM FGPA - LENT - SODNI STOLP,Pristan 6,20,4,16,46.556731,15.64212
2024-03-28 02:22:35,8,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,20,16,4,46.56196,15.650235
2024-03-28 02:22:35,7,PARTIZANSKA C. - TIC,Partizanska cesta 6a,20,9,11,46.560227,15.650781
2024-03-28 02:22:35,2,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,22,8,14,46.561422,15.637118
2024-03-28 02:22:35,5,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,16,6,10,46.56294,15.644185
2024-03-28 02:22:35,12,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,20,10,10,46.558534,15.654739
2024-03-28 02:22:35,29,PETROL – LENT – VODNI STOLP,Usnjarska ulica 5,20,18,2,46.556534,15.647629
2024-03-28 02:22:35,15,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,20,15,5,46.548853,15.645591
2024-03-28 02:22:35,26,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,20,7,13,46.543986,15.629317
2024-03-28 02:22:35,23,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,20,8,11,46.545947,15.644015
2024-03-28 02:22:35,27,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,20,15,5,46.554741,15.659814
2024-03-28 02:22:35,18,LIDL - KOROŠKA C.,Koroška cesta 173,20,4,16,46.565603,15.623133
2024-03-28 02:22:35,11,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,20,12,8,46.56056,15.652935
2024-03-28 03:14:09,24,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,20,13,7,46.54199,15.63831
2024-03-28 03:14:09,10,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,20,10,10,46.557328,15.646833
2024-03-28 03:14:09,9,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,20,15,5,46.558519,15.649072
2024-03-28 03:14:09,13,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,20,20,0,46.561555,15.65692
2024-03-28 03:14:09,20,EUROPARK - POBREŠKA C.,Pobreška cesta 18,21,18,3,46.554703,15.652826
2024-03-28 03:14:09,4,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,20,8,12,46.558498,15.64146
2024-03-28 03:14:09,1,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,22,5,17,46.562695,15.62935
2024-03-28 03:14:09,16,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,20,0,20,46.559319,15.63498
2024-03-28 03:14:09,3,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,20,18,2,46.560761,15.64053
2024-03-28 03:14:09,21,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,20,7,13,46.550683,15.639333
2024-03-28 03:14:09,6,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,20,12,8,46.558924,15.644443
2024-03-28 03:14:09,22,DVORANA TABOR,Gorkega ulica 48,20,9,11,46.549005,15.635014
2024-03-28 03:14:09,14,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,20,15,5,46.552652,15.646023
2024-03-28 03:14:09,19,LIDL - TITOVA C.,Titova cesta 15,20,8,12,46.551963,15.651564
2024-03-28 03:14:09,25,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,20,10,10,46.542655,15.634329
2024-03-28 03:14:09,17,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,20,5,15,46.553109,15.624098
2024-03-28 03:14:09,28,UM FGPA - LENT - SODNI STOLP,Pristan 6,20,4,16,46.556731,15.64212
2024-03-28 03:14:09,8,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,20,16,4,46.56196,15.650235
2024-03-28 03:14:09,7,PARTIZANSKA C. - TIC,Partizanska cesta 6a,20,9,11,46.560227,15.650781
2024-03-28 03:14:09,2,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,22,8,14,46.561422,15.637118
2024-03-28 03:14:09,5,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,16,6,10,46.56294,15.644185
2024-03-28 03:14:09,12,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,20,10,10,46.558534,15.654739
2024-03-28 03:14:09,29,PETROL – LENT – VODNI STOLP,Usnjarska ulica 5,20,18,2,46.556534,15.647629
2024-03-28 03:14:09,15,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,20,15,5,46.548853,15.645591
2024-03-28 03:14:09,26,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,20,7,13,46.543986,15.629317
2024-03-28 03:14:09,23,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,20,8,11,46.545947,15.644015
2024-03-28 03:14:09,27,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,20,15,5,46.554741,15.659814
2024-03-28 03:14:09,18,LIDL - KOROŠKA C.,Koroška cesta 173,20,4,16,46.565603,15.623133
2024-03-28 03:14:09,11,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,20,12,8,46.56056,15.652935
2024-03-28 04:14:21,24,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,20,14,6,46.54199,15.63831
2024-03-28 04:14:21,10,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,20,10,10,46.557328,15.646833
2024-03-28 04:14:21,9,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,20,15,5,46.558519,15.649072
2024-03-28 04:14:21,13,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,20,20,0,46.561555,15.65692
2024-03-28 04:14:21,20,EUROPARK - POBREŠKA C.,Pobreška cesta 18,21,18,3,46.554703,15.652826
2024-03-28 04:14:21,4,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,20,8,12,46.558498,15.64146
2024-03-28 04:14:21,1,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,22,5,17,46.562695,15.62935
2024-03-28 04:14:21,16,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,20,0,20,46.559319,15.63498
2024-03-28 04:14:21,3,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,20,18,2,46.560761,15.64053
2024-03-28 04:14:21,21,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,20,8,12,46.550683,15.639333
2024-03-28 04:14:21,6,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,20,12,8,46.558924,15.644443
2024-03-28 04:14:21,22,DVORANA TABOR,Gorkega ulica 48,20,9,11,46.549005,15.635014
2024-03-28 04:14:21,14,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,20,15,5,46.552652,15.646023
2024-03-28 04:14:21,19,LIDL - TITOVA C.,Titova cesta 15,20,8,12,46.551963,15.651564
2024-03-28 04:14:21,25,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,20,10,10,46.542655,15.634329
2024-03-28 04:14:21,17,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,20,5,15,46.553109,15.624098
2024-03-28 04:14:21,28,UM FGPA - LENT - SODNI STOLP,Pristan 6,20,4,16,46.556731,15.64212
2024-03-28 04:14:21,8,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,20,16,4,46.56196,15.650235
2024-03-28 04:14:21,7,PARTIZANSKA C. - TIC,Partizanska cesta 6a,20,9,11,46.560227,15.650781
2024-03-28 04:14:21,2,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,22,8,14,46.561422,15.637118
2024-03-28 04:14:21,5,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,16,6,10,46.56294,15.644185
2024-03-28 04:14:21,12,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,20,10,10,46.558534,15.654739
2024-03-28 04:14:21,29,PETROL – LENT – VODNI STOLP,Usnjarska ulica 5,20,18,2,46.556534,15.647629
2024-03-28 04:14:21,15,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,20,14,6,46.548853,15.645591
2024-03-28 04:14:21,26,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,20,7,13,46.543986,15.629317
2024-03-28 04:14:21,23,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,20,8,11,46.545947,15.644015
2024-03-28 04:14:21,27,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,20,15,5,46.554741,15.659814
2024-03-28 04:14:21,18,LIDL - KOROŠKA C.,Koroška cesta 173,20,4,16,46.565603,15.623133
2024-03-28 04:14:21,11,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,20,12,8,46.56056,15.652935
2024-03-28 05:14:15,24,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,20,15,5,46.54199,15.63831
2024-03-28 05:14:15,10,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,20,9,11,46.557328,15.646833
2024-03-28 05:14:15,9,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,20,16,4,46.558519,15.649072
2024-03-28 05:14:15,13,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,20,18,2,46.561555,15.65692
2024-03-28 05:14:15,20,EUROPARK - POBREŠKA C.,Pobreška cesta 18,21,18,3,46.554703,15.652826
2024-03-28 05:14:15,4,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,20,6,14,46.558498,15.64146
2024-03-28 05:14:15,1,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,22,3,19,46.562695,15.62935
2024-03-28 05:14:15,16,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,20,1,19,46.559319,15.63498
2024-03-28 05:14:15,3,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,20,19,1,46.560761,15.64053
2024-03-28 05:14:15,21,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,20,11,9,46.550683,15.639333
2024-03-28 05:14:15,6,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,20,10,10,46.558924,15.644443
2024-03-28 05:14:15,22,DVORANA TABOR,Gorkega ulica 48,20,8,12,46.549005,15.635014
2024-03-28 05:14:15,14,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,20,15,5,46.552652,15.646023
2024-03-28 05:14:15,19,LIDL - TITOVA C.,Titova cesta 15,20,8,12,46.551963,15.651564
2024-03-28 05:14:15,25,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,20,10,10,46.542655,15.634329
2024-03-28 05:14:15,17,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,20,6,14,46.553109,15.624098
2024-03-28 05:14:15,28,UM FGPA - LENT - SODNI STOLP,Pristan 6,20,4,16,46.556731,15.64212
2024-03-28 05:14:15,8,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,20,15,5,46.56196,15.650235
2024-03-28 05:14:15,7,PARTIZANSKA C. - TIC,Partizanska cesta 6a,20,8,12,46.560227,15.650781
2024-03-28 05:14:15,2,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,22,11,11,46.561422,15.637118
2024-03-28 05:14:15,5,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,16,5,11,46.56294,15.644185
2024-03-28 05:14:15,12,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,20,9,11,46.558534,15.654739
2024-03-28 05:14:15,29,PETROL – LENT – VODNI STOLP,Usnjarska ulica 5,20,18,2,46.556534,15.647629
2024-03-28 05:14:15,15,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,20,14,6,46.548853,15.645591
2024-03-28 05:14:15,26,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,20,8,12,46.543986,15.629317
2024-03-28 05:14:15,23,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,20,8,11,46.545947,15.644015
2024-03-28 05:14:15,27,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,20,15,5,46.554741,15.659814
2024-03-28 05:14:15,18,LIDL - KOROŠKA C.,Koroška cesta 173,20,4,16,46.565603,15.623133
2024-03-28 05:14:15,11,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,20,13,7,46.56056,15.652935
2024-03-28 06:16:29,24,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,20,19,1,46.54199,15.63831
2024-03-28 06:16:29,10,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,20,4,16,46.557328,15.646833
2024-03-28 06:16:29,9,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,20,11,9,46.558519,15.649072
2024-03-28 06:16:29,13,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,20,20,0,46.561555,15.65692
2024-03-28 06:16:29,20,EUROPARK - POBREŠKA C.,Pobreška cesta 18,21,16,5,46.554703,15.652826
2024-03-28 06:16:29,4,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,20,2,18,46.558498,15.64146
2024-03-28 06:16:29,1,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,22,15,7,46.562695,15.62935
2024-03-28 06:16:29,16,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,20,8,12,46.559319,15.63498
2024-03-28 06:16:29,3,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,20,15,5,46.560761,15.64053
2024-03-28 06:16:29,21,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,20,13,7,46.550683,15.639333
2024-03-28 06:16:29,6,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,20,9,11,46.558924,15.644443
2024-03-28 06:16:29,22,DVORANA TABOR,Gorkega ulica 48,20,9,11,46.549005,15.635014
2024-03-28 06:16:29,14,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,20,11,9,46.552652,15.646023
2024-03-28 06:16:29,19,LIDL - TITOVA C.,Titova cesta 15,20,8,12,46.551963,15.651564
2024-03-28 06:16:29,25,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,20,10,10,46.542655,15.634329
2024-03-28 06:16:29,17,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,20,4,16,46.553109,15.624098
2024-03-28 06:16:29,28,UM FGPA - LENT - SODNI STOLP,Pristan 6,20,7,13,46.556731,15.64212
2024-03-28 06:16:29,8,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,20,13,7,46.56196,15.650235
2024-03-28 06:16:29,7,PARTIZANSKA C. - TIC,Partizanska cesta 6a,20,6,14,46.560227,15.650781
2024-03-28 06:16:29,2,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,22,17,5,46.561422,15.637118
2024-03-28 06:16:29,5,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,16,3,13,46.56294,15.644185
2024-03-28 06:16:29,12,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,20,11,9,46.558534,15.654739
2024-03-28 06:16:29,29,PETROL – LENT – VODNI STOLP,Usnjarska ulica 5,20,16,4,46.556534,15.647629
2024-03-28 06:16:29,15,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,20,20,0,46.548853,15.645591
2024-03-28 06:16:29,26,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,20,9,11,46.543986,15.629317
2024-03-28 06:16:29,23,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,20,10,9,46.545947,15.644015
2024-03-28 06:16:29,27,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,20,15,5,46.554741,15.659814
2024-03-28 06:16:29,18,LIDL - KOROŠKA C.,Koroška cesta 173,20,6,14,46.565603,15.623133
2024-03-28 06:16:29,11,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,20,12,8,46.56056,15.652935
2024-03-28 07:11:46,24,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,20,20,0,46.54199,15.63831
2024-03-28 07:11:46,10,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,20,3,17,46.557328,15.646833
2024-03-28 07:11:46,9,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,20,0,20,46.558519,15.649072
2024-03-28 07:11:46,13,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,20,19,1,46.561555,15.65692
2024-03-28 07:11:46,20,EUROPARK - POBREŠKA C.,Pobreška cesta 18,21,16,5,46.554703,15.652826
2024-03-28 07:11:46,4,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,20,7,13,46.558498,15.64146
2024-03-28 07:11:46,1,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,22,18,4,46.562695,15.62935
2024-03-28 07:11:46,16,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,20,6,14,46.559319,15.63498
2024-03-28 07:11:46,3,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,20,11,9,46.560761,15.64053
2024-03-28 07:11:46,21,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,20,20,0,46.550683,15.639333
2024-03-28 07:11:46,6,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,20,11,9,46.558924,15.644443
2024-03-28 07:11:46,22,DVORANA TABOR,Gorkega ulica 48,20,13,7,46.549005,15.635014
2024-03-28 07:11:46,14,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,20,14,6,46.552652,15.646023
2024-03-28 07:11:46,19,LIDL - TITOVA C.,Titova cesta 15,20,9,11,46.551963,15.651564
2024-03-28 07:11:46,25,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,20,13,7,46.542655,15.634329
2024-03-28 07:11:46,17,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,20,11,9,46.553109,15.624098
2024-03-28 07:11:46,28,UM FGPA - LENT - SODNI STOLP,Pristan 6,20,6,14,46.556731,15.64212
2024-03-28 07:11:46,8,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,20,11,9,46.56196,15.650235
2024-03-28 07:11:46,7,PARTIZANSKA C. - TIC,Partizanska cesta 6a,20,0,20,46.560227,15.650781
2024-03-28 07:11:46,2,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,22,11,11,46.561422,15.637118
2024-03-28 07:11:46,5,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,16,11,5,46.56294,15.644185
2024-03-28 07:11:46,12,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,20,8,12,46.558534,15.654739
2024-03-28 07:11:46,29,PETROL – LENT – VODNI STOLP,Usnjarska ulica 5,20,16,4,46.556534,15.647629
