date,temperature,relative_humidity,apparent_temperature,precipitation,rain,surface_pressure
2024-03-28 22:13:02,8.4,69,5.3,0.0,0.0,976.2
2024-03-28 22:13:02,8.4,69,5.3,0.0,0.0,975.6
2024-03-28 22:13:02,8.6,70,5.3,0.0,0.0,976.2
2024-03-28 22:13:02,8.6,70,5.4,0.0,0.0,977.5
2024-03-28 22:13:02,8.4,69,5.3,0.0,0.0,976.0
2024-03-28 22:13:02,8.3,70,5.8,0.0,0.0,975.2
2024-03-28 22:13:02,8.4,69,5.3,0.0,0.0,976.0
2024-03-28 22:13:02,8.4,69,5.2,0.0,0.0,975.2
2024-03-28 22:13:02,8.4,69,5.2,0.0,0.0,975.1
2024-03-28 22:13:02,8.4,69,5.3,0.0,0.0,976.0
2024-03-28 22:13:02,8.4,69,5.2,0.0,0.0,975.0
2024-03-28 22:13:02,8.4,69,5.2,0.0,0.0,975.1
2024-03-28 22:13:02,8.5,70,5.3,0.0,0.0,975.4
2024-03-28 22:13:02,8.4,69,5.2,0.0,0.0,975.1
2024-03-28 22:13:02,8.3,70,5.8,0.0,0.0,974.9
2024-03-28 22:13:02,8.4,69,5.3,0.0,0.0,977.1
2024-03-28 22:13:02,8.5,70,5.3,0.0,0.0,975.0
2024-03-28 22:13:02,8.5,70,5.3,0.0,0.0,975.5
2024-03-28 22:13:02,8.4,69,5.2,0.0,0.0,975.4
2024-03-28 22:13:02,8.4,69,5.2,0.0,0.0,975.0
2024-03-28 22:13:02,8.6,70,5.3,0.0,0.0,976.1
2024-03-28 22:13:02,8.5,69,5.4,0.0,0.0,977.4
2024-03-28 22:13:02,8.4,69,5.2,0.0,0.0,975.1
2024-03-28 22:13:02,7.8,73,5.4,0.0,0.0,974.9
2024-03-28 22:13:02,8.4,69,5.2,0.0,0.0,975.4
2024-03-28 22:13:02,8.7,70,5.5,0.0,0.0,978.5
2024-03-28 22:13:02,8.3,70,5.8,0.0,0.0,975.3
2024-03-28 22:13:02,8.5,70,5.3,0.0,0.0,975.5
2024-03-28 23:12:54,7.1,76,4.9,0.0,0.0,974.5
2024-03-28 23:12:54,7.3,78,5.4,0.0,0.0,976.2
2024-03-28 23:12:54,7.3,78,5.4,0.0,0.0,975.6
2024-03-28 23:12:54,7.3,78,5.8,0.0,0.0,976.3
2024-03-28 23:12:54,7.4,78,5.9,0.0,0.0,977.6
2024-03-28 23:12:54,7.3,78,5.4,0.0,0.0,975.9
2024-03-28 23:12:54,7.1,79,5.0,0.0,0.0,975.1
2024-03-28 23:12:54,7.3,78,5.4,0.0,0.0,975.9
2024-03-28 23:12:54,7.2,78,5.4,0.0,0.0,975.2
2024-03-28 23:12:54,7.2,78,5.4,0.0,0.0,975.1
2024-03-28 23:12:54,7.3,78,5.4,0.0,0.0,975.9
2024-03-28 23:12:54,7.1,76,4.9,0.0,0.0,975.0
2024-03-28 23:12:54,7.2,78,5.4,0.0,0.0,975.1
2024-03-28 23:12:54,7.3,78,5.7,0.0,0.0,975.5
2024-03-28 23:12:54,7.1,76,4.9,0.0,0.0,975.1
2024-03-28 23:12:54,7.1,79,5.0,0.0,0.0,974.7
2024-03-28 23:12:54,7.3,78,5.5,0.0,0.0,977.1
2024-03-28 23:12:54,7.3,78,5.7,0.0,0.0,975.1
2024-03-28 23:12:54,7.3,78,5.7,0.0,0.0,975.6
2024-03-28 23:12:54,7.2,78,5.4,0.0,0.0,975.3
2024-03-28 23:12:54,7.2,78,5.4,0.0,0.0,975.0
2024-03-28 23:12:54,7.3,78,5.8,0.0,0.0,976.2
2024-03-28 23:12:54,7.4,78,5.6,0.0,0.0,977.4
2024-03-28 23:12:54,7.1,76,4.9,0.0,0.0,975.1
2024-03-28 23:12:54,7.0,80,4.9,0.0,0.0,974.7
2024-03-28 23:12:54,7.1,76,4.9,0.0,0.0,975.3
2024-03-28 23:12:54,7.5,78,6.0,0.0,0.0,978.6
2024-03-28 23:12:54,7.1,79,5.0,0.0,0.0,975.2
2024-03-28 23:12:54,7.3,78,5.7,0.0,0.0,975.6
2024-03-29 00:56:30,5.8,91,3.9,0.0,0.0,976.0
2024-03-29 00:56:30,6.1,89,4.5,0.0,0.0,977.8
2024-03-29 00:56:30,6.1,89,4.5,0.0,0.0,977.2
2024-03-29 00:56:30,5.8,89,4.0,0.0,0.0,977.9
2024-03-29 00:56:30,5.9,89,4.2,0.0,0.0,979.2
2024-03-29 00:56:30,6.1,89,4.5,0.0,0.0,977.5
2024-03-29 00:56:30,5.4,90,3.8,0.0,0.0,976.6
2024-03-29 00:56:30,6.1,89,4.5,0.0,0.0,977.5
2024-03-29 00:56:30,6.1,89,4.5,0.0,0.0,976.8
2024-03-29 00:56:30,6.1,89,4.5,0.0,0.0,976.7
2024-03-29 00:56:30,6.1,89,4.5,0.0,0.0,977.5
2024-03-29 00:56:30,5.8,91,3.9,0.0,0.0,976.4
2024-03-29 00:56:30,6.1,89,4.5,0.0,0.0,976.7
2024-03-29 00:56:30,5.8,89,4.0,0.0,0.0,977.0
